numeroCamara,numeroSenado,tituloCorto,tipo,autores,estado,comision,origen,cuatrenio,legislatura,url,tituloLargo,objeto
380/2019C,,"PROVINCIAS ADMINISTRATIVAS","Ley Ordinaria","[""H.R.León Fredy Muñoz Lopera""]",Retirado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/provincias-administrativas,"POR LA CUAL SE EXPIDEN LAS NORMAS PARA LA ORGANIZACIÓN Y FUNCIONAMIENTO DE LAS PROVINCIAS ADMINISTRATIVAS Y DE PLANIFICACIÓN PAP","Establecer las normas generales para la organización de Provincias Administrativas y de Planificación como esquemas asociativos territoriales"
379/2019C,,"USURPACIÓN DE INMUEBLES","Ley Ordinaria","[""H.S.Carlos Fernando Motoa Solarte""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/usurpacion-de-inmuebles,"POR MEDIO DE LA CUAL SE MPDIFICA EL ARTÍCULO 261 DEL CÓDIGO PENAL COLOMBIANO LEY 599 DE 2000","La presente ley tiene por objeto modificar el articulo 261 de la ley 599 de 2000, estableciendo cambios en el tipo penal usurpación de inmuebles, con el fin de incluir la posesión y permanencia ilícita sobre los mismos, para apropiarse o derivar algún provecho. Igualmente, se duplican las penas del tipo penal, cuando la usurpación también se desarrolla en predio rurales con explotación agrícola o pecuaria."
378/2019C,,"COMISIÓN LEGAL DE INFANCIA","Ley Orgánica","[""H.S.Emma Claudia castellanos"",""H.R.José Daniel López Jiménez"",""H.R.Carlos Eduardo Acosta Lozano"",""H.R.Ángela Patricia Sánchez Leal"",""H.R.Eloy Chichí Quintero Romero"",""H.R.Jairo Humberto Cristo Correa"",""H.R.José Jaime Uscátegui Pastrana"",""H.R.Jennifer Kristin Arias Falla"",""H.R.Álvaro Hernán Prada Artunduaga"",""H.R.Wadith Alberto Manzur Imbett"",""H.R.Norma Hurtado Sánchez"",""H.R.Julián Peinado Ramírez"",""H.R.Rodrigo Arturo Rojas Lara"",""H.R.César Augusto Lorduy Maldonado"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Irma Luz Herrera Rodríguez"",""H.R.Gloria Betty Zorro Africano"",""y otras firmas.""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/comision-legal-de-infancia,"POR LA CUAL SE MODIFICA Y ADICIONA LA LEY 5ª DE 1992, SE CREA LA COMISIÓN LEGAL PARA LA PROTECCIÓN INTEGRAL DE LA INFANCIA Y LA ADOLECENCIA DEL CONGRESO DE LA REPÚBLICA DE COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","La presente Ley tiene por objeto la creación de la Comisión Legal para la Protección Integral de la Infancia y la Adolescencia del Congreso de la República de Colombia, con el fin de contribuir a la protección y promoción de los derechos de la infancia y la adolescencia, y el seguimiento de las políticas y acciones encaminadas a su reconocimiento a través de la labor legislativa y de control político."
377/2019C,,"ASCENSOS FFAA","Ley Ordinaria","[""H.R.Juan David Velez Trujillo"",""H.R.Alejandro Carlos Chacón Camargo"",""H.R.Jorge Enrique Benedetti Martelo"",""H.R.Carlos Adolfo Ardila Espinosa"",""H.R.Jaime Armando Yepes Martínez"",""H.R.José Vicente Carreño Castro"",""H.R.Astrid Sánchez Montes De Oca"",""H.R.Abel David Jaramillo Largo"",""H.R.Atilano Alonso Giraldo Arboleda"",""H.R.Nevardo Eneiro Rincón Vergara"",""H.R.Neyla Ruiz Correa"",""H.R.César Eugenio Martínez Restrepo"",""H.R.Héctor Javier Vergara Sierra"",""H.R.Jaime Felipe Lozada Polanco"",""H.R.Gustavo Londoño García"",""H.R.Anatolio Hernández Lozano"",""H.R.Germán Alcides Blanco Álvarez"",""y otras firmas.""]",Retirado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/ascensos-ffaa,"POR EL CUAL SE MODIFICAN Y ADICIONAN LOS ARTÍCULOS 173, 178 Y 189 DE LA CONSTITUCIÓN POLÍTICA DE COLOMBIA","El objetivo de este proyecto de Acto Legislativo busca fortalecer el trámite para la aprobación de los ascensos militares y de policía que decrete el Gobierno ante el Congreso de la República, asegurando que la Fuerza Pública disponga de los mejores Oficiales Generales con las aptitudes adecuadas y el personal capacitado desempeñando el cometido propio de las distintas Fuerzas. 

El sesionar conjuntamente las Comisiones Segundas del Congreso de la República permite dar garantía de eficacia y fortalecer el debate propio que permite los ascensos correspondientes."
376/2019C,,"CUERPO DE BOMBEROS","Ley Ordinaria","[""H.R.Jairo Giovany Cristancho Tarache"",""H.R.Margarita María Restrepo Arango"",""H.R.Gabriel Santos García"",""H.R.Edward David Rodríguez Rodríguez""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/cuerpo-de-bomberos,"POR MEDIO DE LA CUAL SE AUTORIZA A LOS CUERPOS DE BOMBEROS DE COLOMBIA A PRESTACIÓN DEL SERVICIO DE TRASLADADO PACIENTES EN SALUD","La presente ley tiene por objeto autorizar a los Cuerpos de Bomberos de Colombia la prestación del servicio de trasladado de pacientes con el fin de facilitar la atención oportuna y eficiente de los ciudadanos en situaciones de urgencias y/o emergencias en salud."
375/2019C,,"PLANTAS DE BENEFICIO MÓVILES","Ley Ordinaria","[""H.R.Jairo Giovany Cristancho Tarache"",""H.R.Ricardo Alfonso Ferro Lozano"",""H.R.Jennifer Kristin Arias Falla"",""H.R.Jairo Humberto Cristo Correa"",""H.R.Juan Diego Echavarría Sánchez"",""H.R.José Vicente Carreño Castro"",""H.R.Juan Fernando Espinal Ramírez"",""H.R.Jairo Reinaldo Cala Suárez"",""H.R.Omar De Jesús Restrepo Correa"",""H.R.Gustavo Londoño García"",""H.R.Luis Alberto Albán Urbano"",""H.R.Benedicto De Jesus Gonzalez Montenegro"",""H.R.Carlos Alberto Carreño Marin"",""y otras firmas.""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/plantas-de-beneficio-moviles-0,"POR MEDIO DEL CUAL SE AUTORIZA EL USO DE PLANTAS DE BENEFICIO MÓVILES PARA EL SACRIFICIO Y FAENADO DE LAS ESPECIES DE ANIMALES QUE HAN SIDO DECLARADAS COMO APTAS PARA EL CONSUMO HUMANO","La presente tiene por objeto autorizar el uso de plantas de beneficio móviles para el sacrificio y faenado de las especies de animales que han sido declaradas como aptas para el consumo humano."
374/2019C,,"HERMANDAD NAZARENA TOLU","Ley Ordinaria","[""H.R.Héctor Javier Vergara Sierra""]","Trámite a Senado","Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/hermandad-nazarena-tolu,"POR EL CUAL SE DECLARA PATRIMONIO CULTURAL E INMATERIAL DE LA NACIÓN LA HERMANDAD NAZARENA DEL MUNICIPIO DE SANTIAGO DE TOLÚ, DEPARTAMENTO DE SUCRE, Y SE DICTAN OTRAS DISPOSICIONES","Declarar como patrimonio cultural e inmaterial de la Nación a la organización de la Hermandad Nazarena del Municipio de Santiago de Tolú, en el Departamento de Sucre, cuna importante del conocimiento ancestral, tradición, costumbres y ritos que conforman y mantienen la expresión de la identidad cultural ancestral de la región."
373/2019C,,"ECOLOGÍA HUMANA","Ley Ordinaria","[""H.S.Amanda Rocío González Rodríguez"",""H.R.Jennifer Kristin Arias Falla"",""H.R.Edwin Gilberto Ballesteros Archila"",""H.R.Norma Hurtado Sánchez"",""H.R.Milton Hugo Angulo Viveros"",""H.R.Juan Carlos Reinales Agudelo"",""H.R.Mauricio Andrés Toro Orjuela"",""H.R.Anatolio Hernández Lozano"",""H.R.Esteban Quintero Cardona"",""H.R.Jairo Giovany Cristancho Tarache"",""H.R.Luis Fernando Gómez Betancourt""]",Retirado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/ecologia-humana,"POR LA CUAL SE DICTAN DISPOSICIONES SOBRE ECOLOGÍA HUMANA","Este Proyecto de Ley, de autoría de la Representante a la Cámara por el Centro Democrático Jennifer Kristin Arias Falla, tiene como objetivo crear la cátedra de “Ecología Humana” y establecer que su estudio sea de obligatorio cumplimiento en las Instituciones Educativas del orden oficial y privado, de conformidad con lo dispuesto en el artículo 79 de la Constitución Política de Colombia. 

Con el propósito de dar cumplimiento al objeto de la presente Ley, se establece la incorporación como área obligatoria y fundamental del conocimiento y de la formación establecidas en el artículo 23 de la Ley 115 de 1994, la de “Ecología Humana”, brindando objetivos para el cumplimiento de esta cátedra, la cual debe ser reglamentada por el Ministerio de Educación Nacional."
372/2019C,,"PERMANENCIA EN LA EDUCACIÓN","Ley Ordinaria","[""H.R.Buenaventura León León"",""H.R.Adriana Magali Matiz Vargas"",""H.R.Juan Carlos Wills Ospina"",""H.R.Juan Carlos Rivera Peña"",""H.R.Nicolás Albeiro Echeverry Alvarán""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/permanencia-en-la-educacion,"POR MEDIO DE LA CUAL SE ESTABLECEN MECANISMOS INSTITUCIONALES EFICIENTES PARA LA PERMANENCIA Y GRADUACIÓN ESTUDIANTIL EN INSTITUCIONES DE EDUCACIÓN SUPERIOR, DE LA POBLACIÓN VÍCTIMA DEL CONFLICTO ARMADO Y SE DICTAN OTRAS DISPOSICIONES","La presente ley tiene por objeto:
a.	Promover y mejorar la permanencia y graduación en la educación superior de la población víctima del conflicto armado en Colombia.
b.	Brindar herramientas que permitan a las Instituciones de Educación Superior en el marco de su autonomía, establecer modelos de gestión de permanencia y graduación estudiantil para la población víctima del conflicto armado, a través de mecanismos institucionales eficientes."
371/2019C,200/2019S,"FESTIVAL DE ACORDEONES","Ley Ordinaria","[""H.R.Franklin Del Cristo Lozano De La Ossa""]","Trámite a Senado","Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/festival-de-acordeones,"POR MEDIO DE LA CUAL SE RECONOCE COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACION EL FESTIVAL PROVINCIANO DE ACORDEONES, CANCION INEDITA Y PIQUERIA, DEL MUNICIPIO DE PIVIJAY –MAGDALENA Y SE DICTAN OTRAS DISPOSICIONES","El presente proyecto de ley tiene como objetivo fundamental declarar Patrimonio Cultural Inmaterial de la Nación al Festival Provinciano De Acordeones, Canción Inédita Y Piquería, Del Municipio De Pivijay –Magdalena."
370/2019C,,"ESCUELA DE PADRES","Ley Ordinaria","[""H.R.Diego Javier Osorio Jiménez"",""H.R.Luis Fernando Gómez Betancourt"",""H.R.Esteban Quintero Cardona"",""H.R.Milton Hugo Angulo Viveros"",""H.R.Yenica Sugein Acosta Infante"",""H.R.John Jairo Roldan Avendaño"",""H.R.Eloy Chichí Quintero Romero"",""H.R.César Augusto Pachón Achury"",""H.R.Óscar Darío Pérez Pineda"",""H.R.Nilton Córdoba Manyoma"",""H.R.Gabriel Jaime Vallejo Chujfi"",""y otras firmas.""]","Trámite a Senado","Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/escuela-de-padres-0,"POR MEDIO DEL CUAL SE MODIFICAN LOS ARTÍCULOS 1, 4, 8, 10, 21, SE DICTAN DISPOSICIONES ORIENTADAS A FORTALECER EL SISTEMA NACIONAL DE CONVIVENCIA ESCOLAR Y FORMACIÓN PARA EL EJERCICIO DE LOS DERECHOS HUMANOS, LA EDUCACIÓN PARA LA SEXUALIDAD, LA PREVENCIÓN Y MITIGACIÓN DE LA VIOLENCIA ESCOLAR CREADO A TRAVÉS DE LA LEY 1620 DE 2013","El objeto de esta ley es contribuir a la formación de ciudadanos activos que aporten a la construcción de una sociedad democrática, participativa, pluralista e intercultural, en concordancia con el mandato constitucional y la Ley General de Educación –Ley 115 de 1994– mediante la creación del Sistema Nacional de Convivencia Escolar y Formación para los Derechos Humanos, la Educación para la Sexualidad y la Prevención y Mitigación de la Violencia Escolar, que promueva y fortalezca el ejercicio de los derechos humanos, sexuales y reproductivos de los estudiantes, de los niveles educativos de preescolar, básica y media y prevenga y mitigue la violencia escolar y el embarazo en la adolescencia"
369/2019C,195/2018S,"ENMIENDA DE KIGALI","Ley Ordinaria","[""Ministra de Relaciones Exteriores doctora MARIA ANGELA HOLGUIN CUELLAR"",""Ministra de Comercio Industria y Turismo doctora MARÍA LORENA GUTIERREZ BOTERO"",""Ministro de Ambiente y Desarrollo Sostenible doctor LUIS GILBERTO MURILLO URRUTIA"",""Ministro de Minas y Energía doctor GERMAN ARCE ZAPATA.""]",Ley,"Comisión Segunda o de Relaciones Internacionales",Senado,2018-2022,2018-2019,https://www.camara.gov.co/enmienda-de-kigali,"POR MEDIO DE LA CUAL SE APRUEBA LA <ENMIENDA DE KIGALI AL PROTOCOLO DE MONTREAL>, ADOPTADA EL 15 DE OCTUBRE DE 2016, EN KIGALI, RUANDA",""
368/2019C,,"CUMPLIMIENTO DE PAGOS","Ley Ordinaria","[""H.R.César Augusto Lorduy Maldonado""]",Retirado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/cumplimiento-de-pagos,"POR MEDIO DE LA CUAL SE ADOPTAN NORMAS PARA EL CUMPLIMIENTO DEL PAGO EN LOS PLAZOS ESTABLECIDOS POR PARTE DEL ESTADO","La presente ley tiene como objeto desarrollar el principio de buena fe contractual, mediante la adopción de una serie de medidas que protejan a las personas naturales y jurídicas que provean o suministren bienes y servicios al Estado y/o a los particulares, y que por tal hecho sean sometidas a condiciones contractuales gravosas en relación con el pago y el plazo para hacer efectivo el mismo."
367/2019C,,"INCENTIVOS COOPERATIVAS","Ley Ordinaria","[""H.R.León Fredy Muñoz Lopera""]",Retirado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/incentivos-cooperativas,"POR MEDIO DEL CUAL SE ESTABLECEN NORMAS PARA EL INCENTIVO DE LAS COOPERATIVAS, ENTIDADES SIN ÁNIMO DE LUCRO Y SUJETOS SIMILARES, Y SE DICTAN OTRAS DISPOSICIONES","El objeto de la presente ley consiste en contribuir al cumplimiento de las obligaciones tributarias de carácter nacional y territorial, así como otras obligaciones de carácter administrativo, mercantil, seguridad social, y prevención del riesgo, entre otras, a favor de las Cooperativas, Entidades Sin Ánimo de Lucro y sujetos similares, por medio del establecimiento de incentivos a favor de estos y que les permitan regularizar su situación de incumplimiento actual.

Los incentivos fiscales a los que se refiere esta ley consisten en la condonación de obligaciones tributarias en mora destinada a Cooperativas, Entidades Sin Ánimo de Lucro y otros sujetos similares. En el marco de estos incentivos se podrán condonar los intereses y sanciones referidos a obligaciones tributarias, siempre y cuando las Cooperativas, Entidades Sin Ánimo de Lucro y sujetos similares que se encuentren en mora, paguen la totalidad de la obligación tributaria principal pendiente."
366/2019C,,"ORGANISMOS DE ACCIÓN COMUNAL","Ley Ordinaria","[""H.R.León Fredy Muñoz Lopera""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/organismos-de-accion-comunal-1,"POR LA CUAL SE RECONFIGURAN LOS ORGANISMOS DE ACCIÓN COMUNAL, SE MODIFICAN ALGUNOS ARTÍCULOS DE LA LEY 743 DE 2002, Y SE DICTAN OTRAS DISPOSICIONES","implementar un nuevo modelo de estructura de los organismos de acción comunal a partir del funcionamiento como órganos colegiados, correspondiendo a las categorías de los municipios según la ley 617 de 2000, pero también a fomentar el cambio generacional, a incentivar la participación ciudadana y a crear mecanismos de cohesión comunitaria que permita a los habitantes de ese territorio en común volver a juntarse para emprender acciones colectivas de movilización ciudadana a partir de los diferentes grupos poblacionales y la implementación de las TIC que permita re significar la acción comunal."
365/2019C,,"REGALÍAS","Acto Legislativo","[""H.S.Ciro Alejandro Ramírez Cortes"",""H.R.Jaime Rodríguez Contreras"",""Ministro de Hacienda y Crédito Público ALBERTO CARRASQUILA BARRERA""]",Otro,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/regalias-4,"POR EL CUAL SE MODIFICA EL ARTÍCULO 361 DE LA CONSTITUCIÓN POLÍTICA” (Regalías)","Conforme se ha indicado, la reforma propuesta por el Gobierno nacional al SGR tiene dos objetivos principales: i)
Fortalecer la participación de las entidades territoriales beneficiarias de las asignaciones directas, para incrementar el
impacto de las inversiones en dichos territorios; ii) Ajuste en el funcionamiento y operación del Sistema que en línea
con criterios de austeridad, permita dar solución y superar los cuellos de botella existentes, hacer más expedito y ágil
el Sistema y reducir la dispersión en la asignación de recursos, mejorando en suma, la calidad de la inversión de
estos.18
Este objetivo es compatible con el de incrementar los ingresos de las entidades territoriales, con el fin de fortalecer la
gestión territorial y garantizar el financiamiento de las competencias presentes y futuras de las entidades territoriales,
lo que permitirá dinamizar las rentas territoriales, con el objeto de brindarles mayor autonomía en el manejo de sus
recursos"
364/2019C,,"AUTORIDAD PORTUARIA","Ley Ordinaria","[""H.S.Germán Varón Cotrino"",""H.S.Luis Eduardo Diazgranados Torres"",""H.S.Daira Galvis Méndez"",""H.S.Didier Lobo Chinchilla"",""H.S.Fabian Gerardo Castillo Suarez"",""H.S.Ana Maria Castañeda Gómez"",""H.S.Richard Alfonso Aguilar Villa"",""H.S.Edgar Díaz Contreras"",""H.S.Temistocles Ortega Narvaez"",""H.S.Carlos Fernando Motoa Solarte"",""H.R.César Augusto Lorduy Maldonado"",""H.R.José Daniel López Jiménez"",""H.R.Jorge Enrique Benedetti Martelo"",""H.R.Eloy Chichí Quintero Romero"",""H.R.Julio César Triana Quintero"",""H.R.José Luis Pinedo Campo"",""H.R.Jairo Humberto Cristo Correa"",""H.R.Jorge Méndez Hernández"",""H.R.Héctor Javier Vergara Sierra"",""H.R.Modesto Enrique Aguilera Vides"",""H.R.Nestor Leonardo Rico Rico"",""H.R.Carlos Mario Farelo Daza"",""H.R.Jaime Rodríguez Contreras"",""H.R.Atilano Alonso Giraldo Arboleda""]",Retirado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/autoridad-portuaria,"POR MEDIO DE LA CUAL SE CREAN Y ORGANIZAN LAS AUTORIDADES PORTUARIAS REGIONALES Y SE DICTAN OTRAS DISPOSICIONES","Créense las Autoridades Portuarias Regionales, como entes administrativos de carácter descentralizado, del orden nacional, con personería jurídica, autonomía administrativa y patrimonio propio, adscritas al Ministerio de Transporte."
363/2019C,,PREPENSIONADOS,"Ley Ordinaria","[""H.R.Víctor Manuel Ortiz Joya"",""H.R.Nubia López Morales"",""H.R.Kelyn Johana González Duarte"",""H.R.Carlos Julio Bonilla Soto"",""H.R.Silvio José Carrasquilla Torres"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Juan Diego Echavarría Sánchez""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/prepensionados-0,"POR MEDIO DE LA CUAL SE DICTAN MEDIDAS PARA PROTECCIÓN DEL PREPENSIONADO Y SE DICTAN OTRAS DISPOSICIONES","Esta ley tiene por objeto proteger a las personas que estén próximas a
cumplir los requisitos para la pensión de vejez, estableciendo los criterios y derechos del que
goza."
362/2019C,,"ADULTO MAYOR","Ley Ordinaria","[""H.R.Víctor Manuel Ortiz Joya"",""H.R.Nubia López Morales"",""H.R.Kelyn Johana González Duarte"",""H.R.Carlos Julio Bonilla Soto"",""H.R.Silvio José Carrasquilla Torres"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Juan Diego Echavarría Sánchez""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/adulto-mayor-1,"POR MEDIO DE LA CUAL SE DICTAN MEDIDAS PARA LA PROTECCIÓN DEL ADULTO MAYOR Y SE FORTALECE LA POLÍTICA DE ENVEJECIMIENTO","Esta ley tiene por objeto garantizar el acceso de los adultos mayores a los
servicios complementarios de seguridad social, y la atención de programas especiales que
dignifiquen el envejecimiento en Colombia"
361/2019C,053/2018S,"HABEAS DATA","Ley Estatutaria","[""H.S.Luis Fernando Velasco Chaves"",""H.S.David Alejandro Barguil Assis"",""H.S.Horacio jose serpa moncada"",""H.S.Miguel Ángel Pinto Hernández"",""H.S.Fabio Raul Amin Saleme"",""H.S.Julian Bedoya Pulgarin"",""H.S.Rodrigo Villalba Mosquera"",""H.S.Andrés Cristo Bustos"",""H.S.Nadya Georgette Blel Scaf"",""H.S.Nora María García Burgos"",""H.S.Miguel Angel Barreto Castillo""]",Archivado,"Comisión Primera Constitucional Permanente",Senado,2018-2022,2018-2019,https://www.camara.gov.co/habeas-data-2,"POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY ESTATUTARIA 1266 DE 2008, Y SE DICTAN DISPOSICIONES GENERALES DEL HABEAS DATA CON RELACIÓN A LA INFORMACIÓN FINANCIERA, CREDITICIA, COMERCIAL, DE SERVICIOS Y LA PROVENIENTE DE TERCEROS PAÍSES Y SE DICTAN OTRAS DISPOSICIONES",""
360/2019C,193/2018S,"GARANTÍAS ELECTORALES","Ley Ordinaria","[""H.S.Álvaro Uribe Vélez"",""H.S.Honorio Miguel Henríquez Pinedo"",""H.S.Santiago Valencia Gonzalez"",""H.S.Gabriel Velasco Ocampo"",""H.S.Alejandro Corrales Escobar"",""H.S.Carlos Manuel Meisel Vergara"",""H.S.Ciro Alejandro Ramírez Cortes"",""H.R.Kelyn Johana González Duarte"",""H.R.Enrique Cabrales Baquero"",""H.R.Óscar Darío Pérez Pineda"",""H.R.Hernando Guida Ponce"",""H.R.Oscar Tulio Lizcano Gonzalez"",""H.R.Milene Jarava Díaz"",""y otras firmas.""]",Archivado,"Comisión Primera Constitucional Permanente",Senado,2018-2022,2018-2019,https://www.camara.gov.co/garantias-electorales,"POR MEDIO DEL CUAL SE MODIFICA EL PARÁGRAFO DEL ARTÍCULO 38 DE LA LEY 996 DE 2005",""
